transaction_id,timestamp,payment_channel,bank_name,amount,status,failure_reason,hour,day_of_month,month,day_of_week,is_failed,is_night_window,is_salary_window
TXN004690,2024-01-11 19:40:12,NEFT,Axis,1714.19,Success,none,19,11,1,Thursday,0,0,0
TXN004691,2024-03-18 13:09:12,RTGS,HDFC,7422.33,Success,none,13,18,3,Monday,0,0,0
TXN004692,2024-02-28 07:32:43,Wallet,SBI,23854.83,Success,none,7,28,2,Wednesday,0,0,1
TXN004693,2024-02-05 06:41:11,Card,ICICI,24064.36,Success,none,6,5,2,Monday,0,0,0
TXN004694,2024-03-17 16:44:19,UPI,Kotak,33976.92,Success,none,16,17,3,Sunday,0,0,0
TXN004695,2024-01-14 08:36:00,Wallet,HDFC,4088.42,Success,none,8,14,1,Sunday,0,0,0
TXN004696,2024-01-29 02:03:38,NEFT,SBI,41161.43,Success,none,2,29,1,Monday,0,0,1
TXN004697,2024-03-11 19:08:48,UPI,ICICI,21119.1,Success,none,19,11,3,Monday,0,0,0
TXN004698,2024-03-19 01:14:16,NEFT,Axis,6700.3,Success,none,1,19,3,Tuesday,0,1,0
TXN004699,2024-01-25 02:20:28,UPI,Kotak,18858.75,Failed,network_failure,2,25,1,Thursday,1,0,0
TXN004700,2024-01-02 07:42:44,UPI,Axis,3776.25,Success,none,7,2,1,Tuesday,0,0,0
TXN004701,2024-01-02 14:19:01,UPI,Axis,40666.43,Success,none,14,2,1,Tuesday,0,0,0
TXN004702,2024-01-01 13:50:08,UPI,Axis,25895.14,Failed,wrong_pin,13,1,1,Monday,1,0,0
TXN004703,2024-02-08 04:37:12,UPI,Axis,19850.91,Success,none,4,8,2,Thursday,0,0,0
TXN004704,2024-01-01 19:29:19,NEFT,HDFC,36573.61,Success,none,19,1,1,Monday,0,0,0
TXN004705,2024-01-09 12:25:32,RTGS,Axis,13372.5,Failed,fraud_blocked,12,9,1,Tuesday,1,0,0
TXN004706,2024-02-27 01:35:58,UPI,HDFC,29373.42,Failed,bank_server_timeout,1,27,2,Tuesday,1,1,0
TXN004707,2024-01-06 16:47:10,Card,HDFC,31990.82,Success,none,16,6,1,Saturday,0,0,0
TXN004708,2024-01-14 03:10:06,UPI,ICICI,17014.42,Success,none,3,14,1,Sunday,0,0,0
TXN004709,2024-03-15 12:09:15,Wallet,ICICI,28464.34,Success,none,12,15,3,Friday,0,0,0
TXN004710,2024-02-05 14:23:54,UPI,SBI,28766.46,Success,none,14,5,2,Monday,0,0,0
TXN004711,2024-02-08 02:24:44,UPI,Kotak,35858.73,Success,none,2,8,2,Thursday,0,0,0
TXN004712,2024-01-13 22:01:27,Card,Axis,17505.96,Success,none,22,13,1,Saturday,0,1,0
TXN004713,2024-02-17 20:45:55,Wallet,ICICI,12963.7,Success,none,20,17,2,Saturday,0,0,0
TXN004714,2024-03-02 04:23:22,NEFT,HDFC,2287.85,Success,none,4,2,3,Saturday,0,0,0
TXN004715,2024-02-24 01:31:26,Wallet,ICICI,34704.94,Success,none,1,24,2,Saturday,0,1,0
TXN004716,2024-01-22 20:35:19,NEFT,SBI,27916.15,Success,none,20,22,1,Monday,0,0,0
TXN004717,2024-01-12 17:25:39,Card,Kotak,19525.55,Success,none,17,12,1,Friday,0,0,0
TXN004718,2024-02-21 09:34:26,UPI,ICICI,38128.24,Success,none,9,21,2,Wednesday,0,0,0
TXN004719,2024-02-09 10:23:06,UPI,HDFC,29896.19,Success,none,10,9,2,Friday,0,0,0
TXN004720,2024-01-15 12:08:45,UPI,Kotak,24802.57,Success,none,12,15,1,Monday,0,0,0
TXN004721,2024-02-09 13:18:49,NEFT,HDFC,48478.42,Success,none,13,9,2,Friday,0,0,0
TXN004722,2024-03-19 17:26:27,NEFT,HDFC,15548.89,Success,none,17,19,3,Tuesday,0,0,0
TXN004723,2024-02-13 11:05:18,UPI,Axis,43198.27,Failed,duplicate_txn,11,13,2,Tuesday,1,0,0
TXN004724,2024-03-28 13:20:26,Wallet,SBI,6640.98,Failed,insufficient_funds,13,28,3,Thursday,1,0,1
TXN004725,2024-02-05 12:46:39,NEFT,SBI,3643.21,Success,none,12,5,2,Monday,0,0,0
TXN004726,2024-03-07 02:36:03,UPI,Axis,11596.93,Success,none,2,7,3,Thursday,0,0,0
TXN004727,2024-01-09 18:06:08,NEFT,SBI,15870.07,Failed,fraud_blocked,18,9,1,Tuesday,1,0,0
TXN004728,2024-02-12 17:21:43,NEFT,ICICI,6534.53,Success,none,17,12,2,Monday,0,0,0
TXN004729,2024-01-08 06:53:12,UPI,Kotak,16387.22,Success,none,6,8,1,Monday,0,0,0
TXN004730,2024-01-26 18:18:22,UPI,Axis,48434.6,Success,none,18,26,1,Friday,0,0,0
TXN004731,2024-02-05 11:21:59,UPI,ICICI,34750.39,Success,none,11,5,2,Monday,0,0,0
TXN004732,2024-02-15 09:26:35,NEFT,ICICI,36161.83,Success,none,9,15,2,Thursday,0,0,0
TXN004733,2024-03-12 09:27:56,UPI,Kotak,31897.53,Success,none,9,12,3,Tuesday,0,0,0
TXN004734,2024-02-12 04:59:16,Wallet,ICICI,42395.86,Success,none,4,12,2,Monday,0,0,0
TXN004735,2024-01-21 20:32:20,NEFT,Axis,44270.22,Success,none,20,21,1,Sunday,0,0,0
TXN004736,2024-01-19 21:56:10,Card,Kotak,24795.32,Success,none,21,19,1,Friday,0,0,0
TXN004737,2024-02-24 07:53:01,NEFT,Kotak,47746.79,Success,none,7,24,2,Saturday,0,0,0
TXN004738,2024-02-15 12:10:02,UPI,HDFC,48531.4,Success,none,12,15,2,Thursday,0,0,0
TXN004739,2024-03-08 09:17:18,NEFT,Axis,40084.31,Failed,invalid_account,9,8,3,Friday,1,0,0
TXN004740,2024-01-24 17:24:05,Card,SBI,28226.73,Success,none,17,24,1,Wednesday,0,0,0
TXN004741,2024-02-28 14:11:13,NEFT,Axis,12170.59,Failed,bank_server_timeout,14,28,2,Wednesday,1,0,1
TXN004742,2024-03-08 00:17:24,Card,Axis,10713.8,Success,none,0,8,3,Friday,0,1,0
TXN004743,2024-01-21 10:06:43,NEFT,Axis,14525.88,Failed,fraud_blocked,10,21,1,Sunday,1,0,0
TXN004744,2024-03-30 11:23:20,UPI,HDFC,38178.02,Success,none,11,30,3,Saturday,0,0,1
TXN004745,2024-03-19 01:12:34,Card,Axis,18865.5,Success,none,1,19,3,Tuesday,0,1,0
TXN004746,2024-03-04 08:59:46,UPI,HDFC,22020.87,Success,none,8,4,3,Monday,0,0,0
TXN004747,2024-03-01 09:14:50,Wallet,HDFC,11269.34,Success,none,9,1,3,Friday,0,0,0
TXN004748,2024-02-02 19:56:28,RTGS,SBI,6919.37,Success,none,19,2,2,Friday,0,0,0
TXN004749,2024-01-03 02:32:38,NEFT,ICICI,34468.12,Failed,duplicate_txn,2,3,1,Wednesday,1,0,0
TXN004750,2024-02-29 21:21:30,UPI,HDFC,25861.66,Failed,network_failure,21,29,2,Thursday,1,0,1
TXN004751,2024-01-29 19:52:45,NEFT,SBI,30272.03,Success,none,19,29,1,Monday,0,0,1
TXN004752,2024-03-27 08:35:14,RTGS,Axis,16636.83,Success,none,8,27,3,Wednesday,0,0,0
TXN004753,2024-01-09 03:58:33,UPI,ICICI,34533.17,Failed,duplicate_txn,3,9,1,Tuesday,1,0,0
TXN004754,2024-01-06 14:10:07,Wallet,Axis,16248.01,Success,none,14,6,1,Saturday,0,0,0
TXN004755,2024-02-29 03:53:33,RTGS,HDFC,27600.6,Success,none,3,29,2,Thursday,0,0,1
TXN004756,2024-01-03 20:38:01,UPI,Axis,39451.26,Success,none,20,3,1,Wednesday,0,0,0
TXN004757,2024-01-21 17:21:38,RTGS,HDFC,38695.5,Success,none,17,21,1,Sunday,0,0,0
TXN004758,2024-03-01 17:19:36,Card,HDFC,45689.19,Success,none,17,1,3,Friday,0,0,0
TXN004759,2024-02-15 09:12:46,NEFT,HDFC,46967.75,Success,none,9,15,2,Thursday,0,0,0
TXN004760,2024-03-11 11:38:52,NEFT,SBI,47751.59,Success,none,11,11,3,Monday,0,0,0
TXN004761,2024-01-30 00:06:33,Card,SBI,46283.1,Failed,network_failure,0,30,1,Tuesday,1,1,1
TXN004762,2024-02-24 05:25:35,NEFT,HDFC,18984.76,Failed,outside_neft_hours,5,24,2,Saturday,1,0,0
TXN004763,2024-01-31 09:47:24,UPI,Kotak,39827.83,Failed,invalid_account,9,31,1,Wednesday,1,0,1
TXN004764,2024-01-09 05:37:54,Card,SBI,32051.63,Success,none,5,9,1,Tuesday,0,0,0
TXN004765,2024-01-29 21:15:04,Card,HDFC,44900.56,Failed,duplicate_txn,21,29,1,Monday,1,0,1
TXN004766,2024-02-15 22:44:08,Card,ICICI,25366.34,Success,none,22,15,2,Thursday,0,1,0
TXN004767,2024-02-10 19:14:55,UPI,Kotak,46307.59,Success,none,19,10,2,Saturday,0,0,0
TXN004768,2024-02-11 17:16:24,Card,SBI,42154.2,Success,none,17,11,2,Sunday,0,0,0
TXN004769,2024-02-09 07:20:27,UPI,Kotak,33151.75,Success,none,7,9,2,Friday,0,0,0
TXN004770,2024-03-23 05:32:07,Card,Axis,44163.61,Success,none,5,23,3,Saturday,0,0,0
TXN004771,2024-02-09 23:09:04,Card,ICICI,28726.46,Failed,outside_neft_hours,23,9,2,Friday,1,1,0
TXN004772,2024-02-17 03:45:57,RTGS,HDFC,5313.91,Success,none,3,17,2,Saturday,0,0,0
TXN004773,2024-02-26 23:58:58,RTGS,Kotak,34001.62,Success,none,23,26,2,Monday,0,1,0
TXN004774,2024-03-22 10:10:46,NEFT,ICICI,42121.47,Success,none,10,22,3,Friday,0,0,0
TXN004775,2024-01-08 12:19:27,UPI,Kotak,21419.74,Success,none,12,8,1,Monday,0,0,0
TXN004776,2024-03-01 05:13:09,Card,ICICI,808.88,Success,none,5,1,3,Friday,0,0,0
TXN004777,2024-03-09 04:14:42,Card,HDFC,7231.83,Success,none,4,9,3,Saturday,0,0,0
TXN004778,2024-03-25 16:49:25,NEFT,HDFC,6465.19,Success,none,16,25,3,Monday,0,0,0
TXN004779,2024-02-27 07:54:45,UPI,Axis,5161.32,Failed,fraud_blocked,7,27,2,Tuesday,1,0,0
TXN004780,2024-02-26 20:50:07,Card,Kotak,40298.52,Failed,insufficient_funds,20,26,2,Monday,1,0,0
TXN004781,2024-02-01 23:53:37,RTGS,Kotak,46646.0,Success,none,23,1,2,Thursday,0,1,0
TXN004782,2024-01-02 13:56:37,UPI,SBI,9204.38,Success,none,13,2,1,Tuesday,0,0,0
TXN004783,2024-03-12 23:23:00,RTGS,HDFC,6959.79,Success,none,23,12,3,Tuesday,0,1,0
TXN004784,2024-02-27 10:28:39,Wallet,ICICI,46958.44,Success,none,10,27,2,Tuesday,0,0,0
TXN004785,2024-03-21 06:22:33,Card,HDFC,17116.3,Success,none,6,21,3,Thursday,0,0,0
TXN004786,2024-03-13 11:31:30,NEFT,Axis,3304.28,Success,none,11,13,3,Wednesday,0,0,0
TXN004787,2024-02-18 15:51:01,NEFT,HDFC,10330.97,Success,none,15,18,2,Sunday,0,0,0
TXN004788,2024-02-23 00:21:23,RTGS,SBI,16558.41,Success,none,0,23,2,Friday,0,1,0
TXN004789,2024-03-23 07:33:50,UPI,Axis,26155.61,Success,none,7,23,3,Saturday,0,0,0
TXN004790,2024-01-08 11:30:16,Wallet,HDFC,34925.6,Success,none,11,8,1,Monday,0,0,0
TXN004791,2024-03-03 08:58:45,NEFT,ICICI,23430.18,Success,none,8,3,3,Sunday,0,0,0
TXN004792,2024-02-28 04:50:21,NEFT,ICICI,19631.61,Success,none,4,28,2,Wednesday,0,0,1
TXN004793,2024-02-01 12:17:47,NEFT,Axis,31214.25,Success,none,12,1,2,Thursday,0,0,0
TXN004794,2024-03-18 08:37:53,NEFT,Kotak,12147.95,Failed,outside_neft_hours,8,18,3,Monday,1,0,0
TXN004795,2024-03-24 07:28:17,Wallet,HDFC,10146.4,Success,none,7,24,3,Sunday,0,0,0
TXN004796,2024-01-05 22:07:42,Card,SBI,28739.11,Failed,insufficient_funds,22,5,1,Friday,1,1,0
TXN004797,2024-02-07 07:13:48,NEFT,SBI,5037.93,Success,none,7,7,2,Wednesday,0,0,0
TXN004798,2024-03-28 11:10:31,UPI,Axis,34250.75,Failed,invalid_account,11,28,3,Thursday,1,0,1
TXN004799,2024-02-02 02:13:23,NEFT,Kotak,47356.39,Success,none,2,2,2,Friday,0,0,0
TXN004800,2024-03-13 23:22:23,Card,Axis,17668.05,Success,none,23,13,3,Wednesday,0,1,0
TXN004801,2024-01-17 17:08:01,UPI,Axis,13802.4,Failed,duplicate_txn,17,17,1,Wednesday,1,0,0
TXN004802,2024-02-20 20:29:02,NEFT,Kotak,39366.14,Success,none,20,20,2,Tuesday,0,0,0
TXN004803,2024-02-21 13:12:49,Card,ICICI,34196.34,Success,none,13,21,2,Wednesday,0,0,0
TXN004804,2024-02-10 06:22:30,NEFT,ICICI,16322.3,Success,none,6,10,2,Saturday,0,0,0
TXN004805,2024-03-27 13:59:03,UPI,ICICI,13074.6,Success,none,13,27,3,Wednesday,0,0,0
TXN004806,2024-02-27 03:50:11,RTGS,ICICI,346.42,Success,none,3,27,2,Tuesday,0,0,0
TXN004807,2024-03-21 21:28:07,UPI,Kotak,20386.14,Success,none,21,21,3,Thursday,0,0,0
TXN004808,2024-02-11 08:11:14,UPI,HDFC,41841.22,Success,none,8,11,2,Sunday,0,0,0
TXN004809,2024-03-25 04:52:09,UPI,SBI,22686.5,Success,none,4,25,3,Monday,0,0,0
TXN004810,2024-02-09 15:11:47,UPI,Kotak,14985.12,Success,none,15,9,2,Friday,0,0,0
TXN004811,2024-01-15 22:34:23,Wallet,Kotak,32185.09,Failed,wrong_pin,22,15,1,Monday,1,1,0
TXN004812,2024-03-18 09:52:31,RTGS,SBI,27073.81,Success,none,9,18,3,Monday,0,0,0
TXN004813,2024-01-22 16:25:01,UPI,Kotak,38865.27,Success,none,16,22,1,Monday,0,0,0
TXN004814,2024-01-07 17:09:42,UPI,Kotak,704.59,Success,none,17,7,1,Sunday,0,0,0
TXN004815,2024-03-02 22:34:40,UPI,Kotak,23833.96,Failed,outside_neft_hours,22,2,3,Saturday,1,1,0
TXN004816,2024-03-26 05:02:56,NEFT,ICICI,16898.1,Success,none,5,26,3,Tuesday,0,0,0
TXN004817,2024-01-27 02:10:38,UPI,ICICI,19523.11,Success,none,2,27,1,Saturday,0,0,0
TXN004818,2024-01-02 06:43:02,UPI,SBI,23255.53,Success,none,6,2,1,Tuesday,0,0,0
TXN004819,2024-03-15 18:24:08,NEFT,Axis,15027.84,Success,none,18,15,3,Friday,0,0,0
TXN004820,2024-01-02 08:59:48,NEFT,Axis,32046.97,Success,none,8,2,1,Tuesday,0,0,0
TXN004821,2024-02-25 15:16:24,UPI,SBI,44424.73,Success,none,15,25,2,Sunday,0,0,0
TXN004822,2024-03-01 23:11:59,Card,SBI,7103.76,Success,none,23,1,3,Friday,0,1,0
TXN004823,2024-01-01 02:32:21,UPI,Kotak,12623.64,Failed,wrong_pin,2,1,1,Monday,1,0,0
TXN004824,2024-03-18 19:28:08,UPI,SBI,17753.33,Success,none,19,18,3,Monday,0,0,0
TXN004825,2024-03-15 01:14:04,UPI,Kotak,14090.3,Success,none,1,15,3,Friday,0,1,0
TXN004826,2024-01-02 16:55:22,NEFT,ICICI,7762.89,Success,none,16,2,1,Tuesday,0,0,0
TXN004827,2024-02-24 17:05:59,Card,Axis,23611.13,Success,none,17,24,2,Saturday,0,0,0
TXN004828,2024-02-14 16:31:13,NEFT,ICICI,47787.81,Success,none,16,14,2,Wednesday,0,0,0
TXN004829,2024-01-30 23:28:08,UPI,Axis,36916.92,Success,none,23,30,1,Tuesday,0,1,1
TXN004830,2024-03-07 16:12:37,NEFT,HDFC,10153.18,Success,none,16,7,3,Thursday,0,0,0
TXN004831,2024-03-14 06:22:46,Card,Kotak,16068.0,Success,none,6,14,3,Thursday,0,0,0
TXN004832,2024-03-25 20:04:58,NEFT,Kotak,40318.45,Success,none,20,25,3,Monday,0,0,0
TXN004833,2024-02-25 09:28:53,NEFT,HDFC,32370.47,Success,none,9,25,2,Sunday,0,0,0
TXN004834,2024-03-27 13:20:45,NEFT,ICICI,36156.32,Success,none,13,27,3,Wednesday,0,0,0
TXN004835,2024-03-01 11:01:14,Card,HDFC,23016.41,Success,none,11,1,3,Friday,0,0,0
TXN004836,2024-01-29 09:39:26,Wallet,HDFC,5022.98,Success,none,9,29,1,Monday,0,0,1
TXN004837,2024-01-19 16:29:13,RTGS,Axis,20202.47,Success,none,16,19,1,Friday,0,0,0
TXN004838,2024-01-21 17:48:32,RTGS,SBI,18639.37,Success,none,17,21,1,Sunday,0,0,0
TXN004839,2024-02-21 10:07:47,Wallet,SBI,23490.08,Success,none,10,21,2,Wednesday,0,0,0
TXN004840,2024-01-29 15:10:09,Card,Axis,41184.1,Success,none,15,29,1,Monday,0,0,1
TXN004841,2024-02-24 16:10:46,UPI,Kotak,27483.09,Success,none,16,24,2,Saturday,0,0,0
TXN004842,2024-02-10 19:37:21,Wallet,HDFC,6762.53,Success,none,19,10,2,Saturday,0,0,0
TXN004843,2024-01-22 08:47:07,RTGS,SBI,22570.47,Success,none,8,22,1,Monday,0,0,0
TXN004844,2024-02-26 05:48:01,UPI,HDFC,44206.78,Success,none,5,26,2,Monday,0,0,0
TXN004845,2024-03-06 22:54:22,Card,SBI,1891.99,Success,none,22,6,3,Wednesday,0,1,0
TXN004846,2024-03-15 01:42:35,Wallet,ICICI,41213.71,Success,none,1,15,3,Friday,0,1,0
TXN004847,2024-03-10 08:49:46,NEFT,Axis,2875.88,Success,none,8,10,3,Sunday,0,0,0
TXN004848,2024-01-28 05:46:14,Card,Axis,29088.16,Success,none,5,28,1,Sunday,0,0,1
TXN004849,2024-01-07 20:30:46,RTGS,Axis,21093.89,Success,none,20,7,1,Sunday,0,0,0
TXN004850,2024-01-20 15:55:03,NEFT,SBI,49442.76,Success,none,15,20,1,Saturday,0,0,0
TXN004851,2024-02-22 21:07:02,NEFT,SBI,42165.35,Success,none,21,22,2,Thursday,0,0,0
TXN004852,2024-02-14 22:19:46,NEFT,ICICI,29200.96,Success,none,22,14,2,Wednesday,0,1,0
TXN004853,2024-02-28 11:59:32,UPI,Kotak,15194.75,Failed,outside_neft_hours,11,28,2,Wednesday,1,0,1
TXN004854,2024-03-14 23:50:05,Card,Axis,8465.65,Success,none,23,14,3,Thursday,0,1,0
TXN004855,2024-01-21 09:33:48,NEFT,Kotak,25635.15,Success,none,9,21,1,Sunday,0,0,0
TXN004856,2024-02-20 23:37:36,UPI,HDFC,47978.29,Success,none,23,20,2,Tuesday,0,1,0
TXN004857,2024-02-08 16:47:26,UPI,HDFC,29724.52,Success,none,16,8,2,Thursday,0,0,0
TXN004858,2024-01-18 12:22:41,UPI,Kotak,1490.08,Success,none,12,18,1,Thursday,0,0,0
TXN004859,2024-03-12 16:11:43,UPI,Kotak,5078.44,Success,none,16,12,3,Tuesday,0,0,0
TXN004860,2024-03-03 19:42:50,Card,Kotak,32214.41,Success,none,19,3,3,Sunday,0,0,0
TXN004861,2024-03-17 03:10:26,Card,Kotak,38374.1,Success,none,3,17,3,Sunday,0,0,0
TXN004862,2024-01-03 13:52:21,RTGS,Axis,451.44,Success,none,13,3,1,Wednesday,0,0,0
TXN004863,2024-03-10 10:41:48,Card,Kotak,1928.73,Failed,account_blocked,10,10,3,Sunday,1,0,0
TXN004864,2024-02-26 21:47:48,UPI,Axis,38988.85,Success,none,21,26,2,Monday,0,0,0
TXN004865,2024-01-14 23:29:39,NEFT,Kotak,44683.93,Failed,fraud_blocked,23,14,1,Sunday,1,1,0
TXN004866,2024-03-05 08:19:40,Wallet,Axis,33101.51,Success,none,8,5,3,Tuesday,0,0,0
TXN004867,2024-02-14 02:10:46,Wallet,HDFC,35721.02,Failed,account_blocked,2,14,2,Wednesday,1,0,0
TXN004868,2024-02-01 20:04:15,NEFT,Kotak,20746.91,Success,none,20,1,2,Thursday,0,0,0
TXN004869,2024-03-11 20:06:16,Card,HDFC,16982.13,Success,none,20,11,3,Monday,0,0,0
TXN004870,2024-01-02 06:55:14,Card,Axis,11882.67,Failed,bank_server_timeout,6,2,1,Tuesday,1,0,0
TXN004871,2024-03-22 13:01:32,Card,HDFC,5097.49,Success,none,13,22,3,Friday,0,0,0
TXN004872,2024-03-02 08:57:34,UPI,ICICI,22054.92,Success,none,8,2,3,Saturday,0,0,0
TXN004873,2024-02-04 16:58:49,UPI,SBI,26287.4,Success,none,16,4,2,Sunday,0,0,0
TXN004874,2024-03-06 14:02:00,Card,HDFC,25877.26,Success,none,14,6,3,Wednesday,0,0,0
TXN004875,2024-01-28 04:48:44,UPI,ICICI,18445.46,Failed,network_failure,4,28,1,Sunday,1,0,1
TXN004876,2024-01-11 03:54:00,Wallet,ICICI,3288.18,Success,none,3,11,1,Thursday,0,0,0
TXN004877,2024-01-05 23:47:06,RTGS,SBI,37651.88,Success,none,23,5,1,Friday,0,1,0
TXN004878,2024-03-03 22:21:39,Card,SBI,10002.76,Success,none,22,3,3,Sunday,0,1,0
TXN004879,2024-02-13 02:31:26,UPI,Axis,40974.86,Success,none,2,13,2,Tuesday,0,0,0
TXN004880,2024-02-28 10:09:25,UPI,SBI,29180.69,Failed,account_blocked,10,28,2,Wednesday,1,0,1
TXN004881,2024-02-29 23:50:06,NEFT,SBI,43698.15,Failed,invalid_account,23,29,2,Thursday,1,1,1
TXN004882,2024-03-19 02:08:48,Card,ICICI,17922.31,Success,none,2,19,3,Tuesday,0,0,0
TXN004883,2024-01-26 13:46:37,NEFT,Axis,28767.8,Success,none,13,26,1,Friday,0,0,0
TXN004884,2024-03-29 20:03:23,Card,HDFC,40988.2,Success,none,20,29,3,Friday,0,0,1
TXN004885,2024-03-24 03:08:54,NEFT,ICICI,40738.74,Failed,network_failure,3,24,3,Sunday,1,0,0
TXN004886,2024-01-14 01:54:10,RTGS,Axis,11009.63,Success,none,1,14,1,Sunday,0,1,0
TXN004887,2024-03-05 06:21:03,UPI,SBI,17817.86,Success,none,6,5,3,Tuesday,0,0,0
TXN004888,2024-02-05 12:57:42,NEFT,HDFC,30110.86,Success,none,12,5,2,Monday,0,0,0
TXN004889,2024-01-15 07:14:19,RTGS,HDFC,5312.58,Success,none,7,15,1,Monday,0,0,0
TXN004890,2024-02-24 07:52:11,Card,HDFC,35562.45,Failed,insufficient_funds,7,24,2,Saturday,1,0,0
TXN004891,2024-02-02 04:16:48,NEFT,ICICI,32162.39,Success,none,4,2,2,Friday,0,0,0
TXN004892,2024-01-23 00:24:33,UPI,ICICI,4614.46,Success,none,0,23,1,Tuesday,0,1,0
TXN004893,2024-03-12 11:54:30,NEFT,Kotak,17413.28,Success,none,11,12,3,Tuesday,0,0,0
TXN004894,2024-02-22 04:34:07,UPI,Axis,39875.14,Failed,account_blocked,4,22,2,Thursday,1,0,0
TXN004895,2024-03-29 09:20:37,UPI,ICICI,39755.99,Success,none,9,29,3,Friday,0,0,1
TXN004896,2024-03-09 20:08:02,UPI,HDFC,36385.06,Success,none,20,9,3,Saturday,0,0,0
TXN004897,2024-03-02 09:06:29,NEFT,Kotak,14243.43,Failed,account_blocked,9,2,3,Saturday,1,0,0
TXN004898,2024-01-26 23:52:02,Card,Kotak,5833.74,Failed,wrong_pin,23,26,1,Friday,1,1,0
TXN004899,2024-02-02 16:29:53,UPI,HDFC,44888.24,Failed,insufficient_funds,16,2,2,Friday,1,0,0
TXN004900,2024-02-09 06:31:43,NEFT,SBI,32311.97,Success,none,6,9,2,Friday,0,0,0
TXN004901,2024-03-27 12:44:25,Wallet,HDFC,39408.01,Success,none,12,27,3,Wednesday,0,0,0
TXN004902,2024-01-27 13:12:07,RTGS,Axis,34982.62,Failed,outside_neft_hours,13,27,1,Saturday,1,0,0
TXN004903,2024-01-25 18:31:55,Card,HDFC,34730.34,Success,none,18,25,1,Thursday,0,0,0
TXN004904,2024-01-28 22:37:34,UPI,HDFC,29615.42,Failed,bank_server_timeout,22,28,1,Sunday,1,1,1
TXN004905,2024-02-22 01:00:15,NEFT,HDFC,48557.56,Success,none,1,22,2,Thursday,0,1,0
TXN004906,2024-01-03 18:48:36,Card,Axis,48090.99,Success,none,18,3,1,Wednesday,0,0,0
TXN004907,2024-03-13 17:31:57,UPI,Kotak,19285.09,Success,none,17,13,3,Wednesday,0,0,0
TXN004908,2024-01-12 07:38:22,NEFT,HDFC,20839.24,Success,none,7,12,1,Friday,0,0,0
TXN004909,2024-01-12 22:52:37,NEFT,Axis,49498.39,Success,none,22,12,1,Friday,0,1,0
TXN004910,2024-01-08 13:39:31,UPI,ICICI,37355.61,Success,none,13,8,1,Monday,0,0,0
TXN004911,2024-01-27 23:31:07,UPI,SBI,6807.92,Success,none,23,27,1,Saturday,0,1,0
TXN004912,2024-01-13 10:16:31,UPI,HDFC,13506.38,Success,none,10,13,1,Saturday,0,0,0
TXN004913,2024-01-04 20:18:58,UPI,HDFC,36287.38,Success,none,20,4,1,Thursday,0,0,0
TXN004914,2024-02-23 18:16:36,UPI,Axis,24462.29,Success,none,18,23,2,Friday,0,0,0
TXN004915,2024-01-02 13:37:17,UPI,Axis,30751.98,Success,none,13,2,1,Tuesday,0,0,0
TXN004916,2024-03-02 17:12:22,UPI,Axis,6102.85,Success,none,17,2,3,Saturday,0,0,0
TXN004917,2024-02-29 21:12:17,UPI,HDFC,38865.52,Failed,account_blocked,21,29,2,Thursday,1,0,1
TXN004918,2024-01-30 12:28:38,Card,ICICI,21770.62,Failed,duplicate_txn,12,30,1,Tuesday,1,0,1
TXN004919,2024-03-19 23:43:23,UPI,Kotak,19248.13,Failed,bank_server_timeout,23,19,3,Tuesday,1,1,0
TXN004920,2024-02-06 20:33:19,UPI,Kotak,29269.37,Success,none,20,6,2,Tuesday,0,0,0
TXN004921,2024-03-12 08:49:24,Wallet,Axis,44692.03,Success,none,8,12,3,Tuesday,0,0,0
TXN004922,2024-02-04 13:34:30,NEFT,HDFC,32004.0,Success,none,13,4,2,Sunday,0,0,0
TXN004923,2024-02-12 14:10:44,NEFT,ICICI,40613.45,Success,none,14,12,2,Monday,0,0,0
TXN004924,2024-01-05 08:48:49,UPI,Kotak,16236.48,Success,none,8,5,1,Friday,0,0,0
TXN004925,2024-03-13 03:12:05,Card,ICICI,3270.94,Success,none,3,13,3,Wednesday,0,0,0
TXN004926,2024-01-21 05:20:31,Card,ICICI,38996.43,Success,none,5,21,1,Sunday,0,0,0
TXN004927,2024-01-25 20:05:56,Card,Axis,24107.45,Success,none,20,25,1,Thursday,0,0,0
TXN004928,2024-03-29 09:51:48,NEFT,Kotak,139.6,Success,none,9,29,3,Friday,0,0,1
TXN004929,2024-01-24 10:02:15,Wallet,SBI,12709.28,Success,none,10,24,1,Wednesday,0,0,0
TXN004930,2024-02-06 16:44:06,Card,SBI,18752.19,Success,none,16,6,2,Tuesday,0,0,0
TXN004931,2024-02-26 08:06:10,Card,HDFC,17944.15,Failed,outside_neft_hours,8,26,2,Monday,1,0,0
TXN004932,2024-02-14 11:11:25,NEFT,Axis,29523.31,Success,none,11,14,2,Wednesday,0,0,0
TXN004933,2024-01-07 04:01:48,UPI,SBI,14546.71,Success,none,4,7,1,Sunday,0,0,0
TXN004934,2024-01-28 17:03:53,UPI,Axis,32566.51,Failed,fraud_blocked,17,28,1,Sunday,1,0,1
TXN004935,2024-01-19 20:47:47,UPI,Kotak,40239.12,Success,none,20,19,1,Friday,0,0,0
TXN004936,2024-01-06 19:17:05,UPI,Kotak,24073.12,Success,none,19,6,1,Saturday,0,0,0
TXN004937,2024-01-31 07:03:32,UPI,SBI,16296.17,Success,none,7,31,1,Wednesday,0,0,1
